"first_name","last_name","designation"
"Rainy","mountain","Winter"
"Cloudy","inland","Winter"
"Snowy","mountain","Winter"
"Cloudy","inland","Summer"
"Cloudy","inland","Spring"
"Sunny","mountain","Autumn"
"Snowy","mountain","Winter"
"Cloudy","coastal","Summer"
"Rainy","inland","Winter"
"Sunny","mountain","Summer"
"Snowy","mountain","Winter"
"Cloudy","mountain","Summer"
"Rainy","coastal","Summer"
"Cloudy","coastal","Autumn"
"Rainy","inland","Spring"
"Sunny","coastal","Spring"
"Rainy","coastal","Autumn"
"Sunny","mountain","Spring"
"Cloudy","coastal","Autumn"
"Sunny","mountain","Summer"
"Cloudy","inland","Winter"
"Cloudy","mountain","Summer"
"Sunny","mountain","Autumn"
"Cloudy","inland","Autumn"
"Cloudy","mountain","Spring"
"Rainy","coastal","Autumn"
"Snowy","mountain","Winter"
"Sunny","coastal","Summer"
"Sunny","mountain","Autumn"
"Sunny","coastal","Spring"
"Rainy","inland","Spring"
"Sunny","mountain","Summer"
"Rainy","inland","Spring"
"Cloudy","mountain","Summer"
"Sunny","coastal","Summer"
"Rainy","mountain","Winter"
"Cloudy","coastal","Summer"
"Cloudy","mountain","Winter"
"Sunny","coastal","Summer"
"Snowy","inland","Winter"
"Cloudy","mountain","Spring"
"Cloudy","inland","Summer"
"Rainy","coastal","Summer"
"Rainy","mountain","Spring"
"Snowy","inland","Winter"
"Sunny","inland","Summer"
"Sunny","coastal","Autumn"
"Cloudy","inland","Autumn"
"Cloudy","coastal","Winter"
"Rainy","coastal","Spring"
"Sunny","inland","Spring"
"Rainy","inland","Summer"
"Cloudy","inland","Summer"
"Rainy","mountain","Summer"
"Sunny","coastal","Summer"
"Rainy","coastal","Winter"
"Rainy","mountain","Spring"
"Snowy","inland","Winter"
"Rainy","inland","Autumn"
"Snowy","mountain","Winter"
"Cloudy","inland","Autumn"
"Cloudy","coastal","Autumn"
"Snowy","mountain","Winter"
"Rainy","inland","Spring"
"Rainy","coastal","Winter"
"Rainy","mountain","Winter"
"Rainy","mountain","Autumn"
"Rainy","inland","Autumn"
"Cloudy","coastal","Summer"
"Cloudy","mountain","Summer"
"Rainy","mountain","Spring"
"Snowy","mountain","Winter"
"Sunny","inland","Summer"
"Sunny","coastal","Winter"
"Rainy","inland","Summer"
"Sunny","inland","Spring"
"Snowy","mountain","Spring"
"Snowy","inland","Winter"
"Sunny","mountain","Winter"
"Sunny","coastal","Spring"
"Rainy","mountain","Autumn"
"Cloudy","mountain","Spring"
"Sunny","coastal","Winter"
"Rainy","coastal","Autumn"
"Snowy","inland","Winter"
"Rainy","coastal","Winter"
"Sunny","inland","Summer"
"Cloudy","mountain","Winter"
"Sunny","mountain","Spring"
"Rainy","inland","Autumn"
"Snowy","inland","Winter"
"Cloudy","mountain","Winter"
"Snowy","mountain","Summer"
"Sunny","inland","Autumn"
"Sunny","inland","Spring"
"Sunny","coastal","Summer"
"Snowy","inland","Winter"
"Rainy","coastal","Autumn"
"Snowy","inland","Winter"
"Rainy","coastal","Spring"
"Rainy","inland","Autumn"
"Rainy","coastal","Spring"
"Rainy","inland","Summer"
"Rainy","mountain","Spring"
"Snowy","mountain","Winter"
"Sunny","coastal","Summer"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Cloudy","coastal","Winter"
"Sunny","inland","Spring"
"Cloudy","coastal","Autumn"
"Sunny","coastal","Winter"
"Rainy","mountain","Winter"
"Rainy","mountain","Summer"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Cloudy","mountain","Autumn"
"Rainy","mountain","Summer"
"Sunny","coastal","Spring"
"Sunny","mountain","Autumn"
"Sunny","coastal","Autumn"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Sunny","inland","Winter"
"Cloudy","coastal","Winter"
"Sunny","inland","Autumn"
"Rainy","inland","Winter"
"Cloudy","inland","Winter"
"Sunny","mountain","Summer"
"Snowy","mountain","Winter"
"Rainy","inland","Winter"
"Sunny","mountain","Autumn"
"Rainy","mountain","Winter"
"Cloudy","inland","Spring"
"Cloudy","inland","Winter"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Rainy","mountain","Spring"
"Sunny","coastal","Summer"
"Rainy","coastal","Spring"
"Snowy","mountain","Winter"
"Sunny","coastal","Summer"
"Cloudy","coastal","Autumn"
"Cloudy","inland","Summer"
"Cloudy","coastal","Summer"
"Rainy","inland","Summer"
"Sunny","inland","Autumn"
"Cloudy","coastal","Summer"
"Sunny","inland","Spring"
"Snowy","inland","Winter"
"Rainy","coastal","Autumn"
"Rainy","coastal","Winter"
"Rainy","coastal","Spring"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Cloudy","inland","Summer"
"Snowy","mountain","Winter"
"Rainy","coastal","Autumn"
"Cloudy","mountain","Summer"
"Snowy","mountain","Winter"
"Cloudy","coastal","Winter"
"Snowy","inland","Winter"
"Rainy","mountain","Spring"
"Rainy","mountain","Spring"
"Snowy","mountain","Winter"
"Sunny","inland","Winter"
"Rainy","mountain","Spring"
"Rainy","coastal","Autumn"
"Snowy","inland","Winter"
"Rainy","inland","Autumn"
"Snowy","mountain","Winter"
"Sunny","coastal","Summer"
"Rainy","coastal","Winter"
"Snowy","inland","Winter"
"Cloudy","coastal","Autumn"
"Rainy","coastal","Spring"
"Rainy","inland","Winter"
"Rainy","coastal","Autumn"
"Rainy","mountain","Winter"
"Cloudy","coastal","Spring"
"Sunny","coastal","Winter"
"Sunny","mountain","Summer"
"Cloudy","inland","Autumn"
"Sunny","mountain","Summer"
"Cloudy","mountain","Spring"
"Snowy","mountain","Winter"
"Rainy","inland","Winter"
"Rainy","inland","Spring"
"Snowy","inland","Winter"
"Sunny","inland","Winter"
"Sunny","coastal","Spring"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Sunny","coastal","Winter"
"Cloudy","coastal","Summer"
"Rainy","inland","Spring"
"Rainy","inland","Autumn"
"Cloudy","coastal","Summer"
"Rainy","inland","Autumn"
"Snowy","inland","Autumn"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Rainy","coastal","Winter"
"Cloudy","inland","Spring"
"Sunny","inland","Autumn"
"Cloudy","coastal","Winter"
"Snowy","mountain","Winter"
"Cloudy","inland","Winter"
"Sunny","inland","Winter"
"Sunny","coastal","Autumn"
"Rainy","mountain","Summer"
"Rainy","coastal","Autumn"
"Snowy","coastal","Spring"
"Sunny","inland","Autumn"
"Rainy","inland","Winter"
"Rainy","coastal","Winter"
"Rainy","mountain","Autumn"
"Sunny","coastal","Autumn"
"Sunny","inland","Autumn"
"Sunny","inland","Autumn"
"Sunny","inland","Winter"
"Rainy","coastal","Summer"
"Snowy","coastal","Winter"
"Rainy","inland","Autumn"
"Rainy","inland","Spring"
"Sunny","mountain","Winter"
"Cloudy","inland","Summer"
"Cloudy","coastal","Summer"
"Cloudy","mountain","Winter"
"Sunny","coastal","Summer"
"Cloudy","mountain","Spring"
"Sunny","coastal","Autumn"
"Rainy","coastal","Autumn"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Sunny","coastal","Autumn"
"Cloudy","mountain","Autumn"
"Sunny","inland","Autumn"
"Rainy","coastal","Summer"
"Snowy","coastal","Winter"
"Rainy","mountain","Autumn"
"Sunny","mountain","Spring"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Cloudy","coastal","Summer"
"Cloudy","inland","Spring"
"Sunny","coastal","Summer"
"Rainy","coastal","Winter"
"Sunny","inland","Autumn"
"Sunny","mountain","Spring"
"Rainy","coastal","Spring"
"Sunny","inland","Winter"
"Rainy","inland","Autumn"
"Rainy","mountain","Winter"
"Sunny","coastal","Spring"
"Cloudy","inland","Summer"
"Cloudy","inland","Spring"
"Cloudy","coastal","Autumn"
"Rainy","coastal","Summer"
"Cloudy","inland","Winter"
"Rainy","mountain","Spring"
"Rainy","mountain","Spring"
"Cloudy","mountain","Spring"
"Cloudy","coastal","Winter"
"Rainy","inland","Spring"
"Rainy","mountain","Spring"
"Snowy","mountain","Winter"
"Sunny","coastal","Spring"
"Sunny","coastal","Spring"
"Rainy","inland","Autumn"
"Rainy","mountain","Winter"
"Sunny","coastal","Spring"
"Snowy","inland","Winter"
"Sunny","coastal","Autumn"
"Rainy","coastal","Autumn"
"Cloudy","coastal","Summer"
"Cloudy","coastal","Summer"
"Rainy","inland","Autumn"
"Snowy","inland","Winter"
"Sunny","mountain","Summer"
"Rainy","inland","Spring"
"Cloudy","inland","Winter"
"Snowy","inland","Winter"
"Sunny","inland","Spring"
"Sunny","mountain","Winter"
"Rainy","mountain","Autumn"
"Rainy","coastal","Autumn"
"Rainy","coastal","Spring"
"Sunny","coastal","Spring"
"Cloudy","inland","Winter"
"Cloudy","inland","Autumn"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Rainy","coastal","Summer"
"Cloudy","mountain","Autumn"
"Snowy","mountain","Winter"
"Cloudy","coastal","Autumn"
"Snowy","inland","Winter"
"Cloudy","coastal","Summer"
"Cloudy","coastal","Autumn"
"Sunny","coastal","Winter"
"Rainy","mountain","Autumn"
"Cloudy","inland","Summer"
"Cloudy","mountain","Summer"
"Snowy","inland","Winter"
"Cloudy","inland","Summer"
"Sunny","mountain","Spring"
"Snowy","inland","Winter"
"Cloudy","coastal","Winter"
"Rainy","coastal","Autumn"
"Sunny","inland","Winter"
"Sunny","mountain","Winter"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Rainy","coastal","Spring"
"Rainy","mountain","Spring"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Sunny","mountain","Summer"
"Rainy","inland","Winter"
"Snowy","mountain","Winter"
"Rainy","coastal","Autumn"
"Sunny","coastal","Autumn"
"Cloudy","inland","Summer"
"Sunny","inland","Spring"
"Sunny","coastal","Summer"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Cloudy","coastal","Winter"
"Rainy","mountain","Winter"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Sunny","inland","Summer"
"Rainy","coastal","Autumn"
"Cloudy","inland","Winter"
"Sunny","mountain","Autumn"
"Sunny","mountain","Spring"
"Sunny","inland","Spring"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Rainy","inland","Spring"
"Cloudy","coastal","Autumn"
"Cloudy","inland","Spring"
"Sunny","mountain","Winter"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Sunny","coastal","Summer"
"Cloudy","inland","Autumn"
"Sunny","inland","Autumn"
"Cloudy","coastal","Winter"
"Sunny","mountain","Spring"
"Cloudy","coastal","Winter"
"Cloudy","coastal","Summer"
"Rainy","mountain","Summer"
"Sunny","coastal","Summer"
"Rainy","mountain","Autumn"
"Sunny","coastal","Autumn"
"Rainy","coastal","Winter"
"Rainy","inland","Summer"
"Cloudy","mountain","Winter"
"Sunny","inland","Summer"
"Cloudy","inland","Autumn"
"Snowy","mountain","Winter"
"Sunny","mountain","Spring"
"Sunny","inland","Summer"
"Rainy","mountain","Summer"
"Sunny","inland","Autumn"
"Cloudy","mountain","Winter"
"Snowy","mountain","Winter"
"Sunny","inland","Autumn"
"Rainy","coastal","Spring"
"Cloudy","coastal","Summer"
"Rainy","coastal","Winter"
"Rainy","mountain","Autumn"
"Rainy","coastal","Autumn"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Rainy","mountain","Spring"
"Sunny","coastal","Winter"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Sunny","coastal","Autumn"
"Cloudy","mountain","Winter"
"Sunny","mountain","Winter"
"Sunny","coastal","Spring"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Cloudy","mountain","Spring"
"Sunny","inland","Spring"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Rainy","coastal","Summer"
"Sunny","coastal","Autumn"
"Cloudy","coastal","Autumn"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Cloudy","inland","Summer"
"Snowy","inland","Winter"
"Cloudy","inland","Spring"
"Cloudy","inland","Winter"
"Rainy","mountain","Winter"
"Rainy","inland","Spring"
"Cloudy","inland","Autumn"
"Rainy","coastal","Winter"
"Rainy","mountain","Autumn"
"Snowy","mountain","Winter"
"Sunny","coastal","Spring"
"Sunny","mountain","Summer"
"Sunny","coastal","Spring"
"Cloudy","coastal","Autumn"
"Rainy","mountain","Summer"
"Sunny","mountain","Autumn"
"Cloudy","mountain","Winter"
"Rainy","coastal","Summer"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Rainy","coastal","Winter"
"Rainy","mountain","Spring"
"Cloudy","coastal","Winter"
"Snowy","mountain","Winter"
"Rainy","inland","Summer"
"Rainy","mountain","Summer"
"Snowy","mountain","Winter"
"Sunny","mountain","Autumn"
"Snowy","inland","Winter"
"Cloudy","inland","Winter"
"Rainy","inland","Winter"
"Cloudy","mountain","Summer"
"Snowy","inland","Winter"
"Rainy","mountain","Winter"
"Sunny","inland","Autumn"
"Snowy","mountain","Spring"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Sunny","inland","Winter"
"Rainy","inland","Summer"
"Rainy","coastal","Spring"
"Snowy","mountain","Winter"
"Snowy","mountain","Spring"
"Snowy","mountain","Winter"
"Rainy","mountain","Autumn"
"Rainy","inland","Summer"
"Cloudy","coastal","Spring"
"Cloudy","inland","Summer"
"Snowy","inland","Winter"
"Rainy","coastal","Winter"
"Snowy","inland","Winter"
"Cloudy","inland","Autumn"
"Rainy","mountain","Summer"
"Rainy","mountain","Autumn"
"Snowy","inland","Winter"
"Cloudy","mountain","Autumn"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Sunny","coastal","Autumn"
"Sunny","mountain","Summer"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Rainy","coastal","Spring"
"Cloudy","coastal","Autumn"
"Sunny","inland","Winter"
"Sunny","inland","Spring"
"Cloudy","inland","Summer"
"Cloudy","inland","Summer"
"Cloudy","mountain","Summer"
"Snowy","inland","Winter"
"Rainy","inland","Winter"
"Sunny","mountain","Summer"
"Cloudy","coastal","Autumn"
"Rainy","coastal","Summer"
"Cloudy","inland","Summer"
"Sunny","mountain","Autumn"
"Sunny","inland","Autumn"
"Rainy","inland","Spring"
"Cloudy","coastal","Spring"
"Cloudy","coastal","Autumn"
"Cloudy","mountain","Winter"
"Sunny","inland","Spring"
"Cloudy","mountain","Autumn"
"Sunny","mountain","Spring"
"Rainy","mountain","Summer"
"Snowy","mountain","Winter"
"Cloudy","inland","Winter"
"Rainy","coastal","Autumn"
"Rainy","coastal","Spring"
"Rainy","inland","Summer"
"Sunny","mountain","Winter"
"Sunny","coastal","Summer"
"Cloudy","mountain","Winter"
"Rainy","mountain","Winter"
"Sunny","mountain","Spring"
"Sunny","coastal","Spring"
"Snowy","mountain","Winter"
"Sunny","mountain","Autumn"
"Rainy","coastal","Winter"
"Snowy","inland","Winter"
"Sunny","coastal","Summer"
"Snowy","inland","Winter"
"Rainy","inland","Summer"
"Cloudy","coastal","Winter"
"Snowy","inland","Winter"
"Sunny","coastal","Summer"
"Rainy","inland","Spring"
"Rainy","coastal","Autumn"
"Sunny","mountain","Autumn"
"Cloudy","mountain","Autumn"
"Cloudy","mountain","Autumn"
"Rainy","coastal","Spring"
"Sunny","inland","Winter"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Rainy","coastal","Spring"
"Sunny","inland","Autumn"
"Cloudy","coastal","Spring"
"Rainy","inland","Summer"
"Sunny","inland","Spring"
"Snowy","inland","Winter"
"Cloudy","inland","Autumn"
"Cloudy","mountain","Autumn"
"Cloudy","inland","Winter"
"Sunny","coastal","Autumn"
"Sunny","mountain","Spring"
"Cloudy","mountain","Summer"
"Sunny","coastal","Summer"
"Cloudy","inland","Winter"
"Snowy","inland","Winter"
"Sunny","inland","Winter"
"Rainy","inland","Autumn"
"Cloudy","coastal","Spring"
"Sunny","inland","Winter"
"Rainy","coastal","Spring"
"Snowy","mountain","Winter"
"Cloudy","inland","Winter"
"Rainy","coastal","Spring"
"Cloudy","coastal","Winter"
"Rainy","mountain","Autumn"
"Rainy","mountain","Autumn"
"Snowy","inland","Winter"
"Cloudy","inland","Summer"
"Rainy","mountain","Spring"
"Snowy","mountain","Winter"
"Sunny","inland","Winter"
"Sunny","mountain","Winter"
"Rainy","inland","Winter"
"Sunny","mountain","Summer"
"Rainy","coastal","Winter"
"Snowy","inland","Winter"
"Cloudy","mountain","Spring"
"Cloudy","coastal","Autumn"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Rainy","inland","Summer"
"Cloudy","inland","Spring"
"Rainy","mountain","Autumn"
"Rainy","inland","Summer"
"Snowy","mountain","Spring"
"Sunny","coastal","Winter"
"Rainy","inland","Spring"
"Cloudy","coastal","Autumn"
"Rainy","coastal","Winter"
"Snowy","mountain","Winter"
"Cloudy","coastal","Autumn"
"Sunny","inland","Winter"
"Snowy","mountain","Winter"
"Sunny","inland","Winter"
"Rainy","mountain","Autumn"
"Sunny","mountain","Winter"
"Sunny","mountain","Winter"
"Snowy","mountain","Winter"
"Sunny","inland","Summer"
"Snowy","coastal","Summer"
"Sunny","mountain","Autumn"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Sunny","inland","Spring"
"Snowy","inland","Winter"
"Cloudy","coastal","Winter"
"Sunny","coastal","Summer"
"Rainy","inland","Autumn"
"Rainy","coastal","Summer"
"Cloudy","inland","Summer"
"Cloudy","coastal","Spring"
"Rainy","mountain","Summer"
"Snowy","mountain","Winter"
"Snowy","mountain","Autumn"
"Sunny","mountain","Summer"
"Snowy","inland","Winter"
"Rainy","mountain","Summer"
"Snowy","inland","Winter"
"Rainy","coastal","Summer"
"Sunny","inland","Summer"
"Cloudy","mountain","Spring"
"Sunny","mountain","Spring"
"Sunny","mountain","Autumn"
"Snowy","mountain","Winter"
"Sunny","coastal","Summer"
"Snowy","mountain","Winter"
"Cloudy","inland","Spring"
"Cloudy","mountain","Winter"
"Rainy","coastal","Winter"
"Snowy","mountain","Winter"
"Sunny","inland","Winter"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Sunny","coastal","Spring"
"Snowy","coastal","Spring"
"Snowy","inland","Winter"
"Rainy","coastal","Spring"
"Sunny","mountain","Summer"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Sunny","mountain","Autumn"
"Sunny","coastal","Summer"
"Sunny","mountain","Autumn"
"Cloudy","mountain","Summer"
"Snowy","inland","Winter"
"Cloudy","mountain","Spring"
"Rainy","inland","Summer"
"Sunny","mountain","Spring"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Cloudy","mountain","Winter"
"Rainy","mountain","Winter"
"Sunny","mountain","Autumn"
"Rainy","inland","Winter"
"Rainy","inland","Summer"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Cloudy","inland","Spring"
"Rainy","coastal","Summer"
"Cloudy","coastal","Winter"
"Sunny","inland","Spring"
"Rainy","inland","Spring"
"Cloudy","inland","Summer"
"Rainy","coastal","Winter"
"Cloudy","coastal","Spring"
"Sunny","inland","Winter"
"Sunny","mountain","Summer"
"Snowy","inland","Winter"
"Cloudy","mountain","Spring"
"Snowy","inland","Winter"
"Sunny","inland","Autumn"
"Rainy","mountain","Autumn"
"Cloudy","inland","Autumn"
"Sunny","coastal","Spring"
"Rainy","inland","Summer"
"Rainy","inland","Winter"
"Cloudy","coastal","Spring"
"Cloudy","mountain","Autumn"
"Rainy","inland","Spring"
"Cloudy","coastal","Autumn"
"Cloudy","mountain","Winter"
"Rainy","mountain","Winter"
"Rainy","mountain","Autumn"
"Sunny","mountain","Winter"
"Sunny","coastal","Spring"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Rainy","mountain","Summer"
"Sunny","inland","Winter"
"Rainy","inland","Winter"
"Sunny","inland","Spring"
"Sunny","mountain","Autumn"
"Rainy","inland","Spring"
"Snowy","inland","Winter"
"Rainy","inland","Autumn"
"Sunny","mountain","Autumn"
"Snowy","mountain","Winter"
"Cloudy","coastal","Winter"
"Sunny","coastal","Winter"
"Sunny","inland","Summer"
"Sunny","coastal","Summer"
"Rainy","coastal","Summer"
"Rainy","inland","Autumn"
"Rainy","coastal","Winter"
"Snowy","inland","Winter"
"Rainy","inland","Summer"
"Rainy","mountain","Summer"
"Rainy","mountain","Summer"
"Sunny","inland","Winter"
"Snowy","inland","Winter"
"Rainy","mountain","Summer"
"Snowy","inland","Winter"
"Sunny","inland","Spring"
"Rainy","inland","Winter"
"Rainy","coastal","Winter"
"Snowy","mountain","Winter"
"Cloudy","inland","Spring"
"Rainy","coastal","Autumn"
"Rainy","mountain","Summer"
"Rainy","mountain","Winter"
"Rainy","mountain","Autumn"
"Snowy","inland","Winter"
"Rainy","inland","Winter"
"Cloudy","mountain","Summer"
"Snowy","coastal","Autumn"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Sunny","coastal","Autumn"
"Cloudy","coastal","Spring"
"Sunny","coastal","Winter"
"Sunny","inland","Spring"
"Rainy","coastal","Spring"
"Cloudy","inland","Spring"
"Cloudy","coastal","Autumn"
"Sunny","coastal","Summer"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Rainy","inland","Winter"
"Cloudy","inland","Spring"
"Sunny","coastal","Summer"
"Rainy","inland","Spring"
"Sunny","coastal","Summer"
"Sunny","coastal","Summer"
"Rainy","coastal","Spring"
"Cloudy","coastal","Winter"
"Sunny","coastal","Winter"
"Cloudy","inland","Winter"
"Rainy","inland","Summer"
"Cloudy","mountain","Summer"
"Sunny","inland","Winter"
"Cloudy","coastal","Summer"
"Rainy","mountain","Summer"
"Cloudy","inland","Spring"
"Rainy","inland","Winter"
"Cloudy","coastal","Spring"
"Cloudy","coastal","Autumn"
"Rainy","inland","Autumn"
"Rainy","coastal","Summer"
"Rainy","inland","Summer"
"Sunny","coastal","Winter"
"Sunny","inland","Spring"
"Rainy","coastal","Spring"
"Snowy","inland","Winter"
"Cloudy","inland","Spring"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Rainy","mountain","Summer"
"Rainy","mountain","Winter"
"Snowy","mountain","Winter"
"Rainy","coastal","Winter"
"Rainy","coastal","Winter"
"Snowy","mountain","Winter"
"Sunny","inland","Winter"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Sunny","mountain","Summer"
"Sunny","coastal","Winter"
"Snowy","inland","Winter"
"Cloudy","coastal","Autumn"
"Cloudy","inland","Autumn"
"Sunny","mountain","Autumn"
"Cloudy","mountain","Spring"
"Sunny","mountain","Winter"
"Cloudy","coastal","Spring"
"Cloudy","inland","Spring"
"Rainy","coastal","Autumn"
"Rainy","mountain","Autumn"
"Rainy","coastal","Winter"
"Snowy","mountain","Winter"
"Cloudy","mountain","Summer"
"Rainy","inland","Summer"
"Sunny","coastal","Autumn"
"Cloudy","inland","Winter"
"Cloudy","coastal","Winter"
"Rainy","inland","Winter"
"Snowy","inland","Winter"
"Cloudy","mountain","Spring"
"Snowy","mountain","Winter"
"Sunny","coastal","Winter"
"Rainy","mountain","Summer"
"Cloudy","coastal","Autumn"
"Cloudy","inland","Winter"
"Snowy","inland","Winter"
"Cloudy","inland","Winter"
"Rainy","mountain","Autumn"
"Rainy","coastal","Spring"
"Sunny","mountain","Winter"
"Cloudy","mountain","Summer"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Rainy","coastal","Summer"
"Cloudy","mountain","Winter"
"Sunny","mountain","Winter"
"Rainy","mountain","Spring"
"Sunny","inland","Autumn"
"Snowy","mountain","Spring"
"Sunny","coastal","Summer"
"Rainy","coastal","Summer"
"Rainy","inland","Winter"
"Sunny","coastal","Summer"
"Snowy","mountain","Winter"
"Cloudy","mountain","Winter"
"Sunny","coastal","Summer"
"Rainy","inland","Winter"
"Rainy","inland","Winter"
"Cloudy","coastal","Winter"
"Cloudy","coastal","Autumn"
"Cloudy","mountain","Summer"
"Rainy","inland","Autumn"
"Cloudy","coastal","Spring"
"Sunny","inland","Autumn"
"Cloudy","mountain","Spring"
"Cloudy","mountain","Summer"
"Sunny","coastal","Spring"
"Cloudy","mountain","Autumn"
"Cloudy","mountain","Summer"
"Rainy","mountain","Winter"
"Cloudy","mountain","Summer"
"Sunny","coastal","Spring"
"Sunny","mountain","Winter"
"Cloudy","mountain","Autumn"
"Rainy","coastal","Winter"
"Sunny","coastal","Winter"
"Cloudy","inland","Summer"
"Sunny","mountain","Winter"
"Rainy","coastal","Winter"
"Sunny","coastal","Winter"
"Cloudy","mountain","Winter"
"Sunny","coastal","Autumn"
"Snowy","mountain","Winter"
"Cloudy","coastal","Winter"
"Cloudy","inland","Autumn"
"Sunny","coastal","Spring"
"Snowy","mountain","Winter"
"Cloudy","coastal","Summer"
"Snowy","inland","Winter"
"Sunny","inland","Spring"
"Sunny","mountain","Summer"
"Rainy","inland","Spring"
"Sunny","coastal","Winter"
"Rainy","coastal","Spring"
"Rainy","coastal","Summer"
"Cloudy","inland","Autumn"
"Sunny","coastal","Spring"
"Cloudy","inland","Spring"
"Snowy","mountain","Winter"
"Cloudy","mountain","Winter"
"Cloudy","inland","Spring"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Cloudy","inland","Winter"
"Snowy","mountain","Winter"
"Sunny","mountain","Spring"
"Cloudy","coastal","Autumn"
"Rainy","inland","Autumn"
"Sunny","coastal","Autumn"
"Snowy","inland","Winter"
"Sunny","inland","Spring"
"Snowy","mountain","Winter"
"Snowy","mountain","Winter"
"Cloudy","inland","Summer"
"Cloudy","inland","Autumn"
"Cloudy","mountain","Autumn"
"Sunny","inland","Spring"
"Sunny","mountain","Autumn"
"Snowy","mountain","Winter"
"Rainy","coastal","Summer"
"Cloudy","coastal","Autumn"
"Cloudy","coastal","Spring"
"Snowy","mountain","Winter"
"Rainy","inland","Autumn"
"Sunny","coastal","Summer"
"Rainy","coastal","Winter"
"Snowy","mountain","Winter"
"Cloudy","mountain","Autumn"
"Sunny","coastal","Summer"
"Snowy","inland","Winter"
"Snowy","mountain","Winter"
"Rainy","inland","Spring"
"Snowy","mountain","Winter"
"Snowy","inland","Winter"
"Sunny","coastal","Summer"
"Sunny","mountain","Autumn"
"Cloudy","coastal","Summer"
"Cloudy","inland","Autumn"
"Rainy","coastal","Winter"
"Rainy","inland","Autumn"
"Sunny","coastal","Autumn"
"Snowy","inland","Winter"
"Rainy","coastal","Autumn"
"Cloudy","inland","Summer"
"Sunny","inland","Summer"
"Sunny","mountain","Summer"
"Cloudy","coastal","Autumn"
"Rainy","mountain","Spring"
"Cloudy","inland","Winter"
"Cloudy","inland","Summer"
"Sunny","inland","Autumn"
"Rainy","inland","Summer"
"Rainy","inland","Winter"
"Sunny","mountain","Spring"
"Snowy","inland","Winter"
"Snowy","inland","Winter"
"Rainy","coastal","Summer"
"Rainy","mountain","Autumn"
"Rainy","coastal","Spring"
"Sunny","coastal","Summer"
"Snowy","inland","Winter"
"Sunny","coastal","Winter"
"Cloudy","coastal","Winter"
"Sunny","inland","Summer"
"Cloudy","mountain","Winter"
"Rainy","coastal","Summer"
"Rainy","coastal","Summer"
"Cloudy","coastal","Spring"
"Sunny","mountain","Autumn"
"Rainy","coastal","Winter"
"Rainy","inland","Winter"
"Cloudy","inland","Summer"
"Snowy","mountain","Winter"
"Sunny","inland","Summer"
"Sunny","inland","Autumn"
"Sunny","inland","Summer"
"Sunny","inland","Winter"
